"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2011",NA,273,NA,NA,1,161.139003054343,3,0.0683306053504572,99,10196.2369,174,113,57.2646,92.3425,61,170,124.5,170,1,2,1,8072.98912,2904.9709,6553.87506,1,2,1,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2012",86,314,42.4794,44.73995,3,1624.34777065309,4,0.0299532130962932,115,2329.7082,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8072.98912,2904.9709,6553.87506,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2013",199,299,48.2822,52.34316,3,123.540284633562,10,0.017156682878089,78,709.4911,221,187,49.15164,60.9489,34,NA,NA,NA,NA,NA,NA,8072.98912,2904.9709,6553.87506,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2014",58,355,35.28195,39.77042,4,127.394574948084,8,0.0140299519392311,201,6139.4129,154,22,47.40825,50.59855,132,NA,150,NA,NA,1,NA,8072.98912,2904.9709,6553.87506,NA,1,NA,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2015",118,314,38.5219,48.95252,3,389.886896789852,31,0.0270960477958274,159,1321.2107,155,108,40.15398,46.61405,47,NA,72,NA,NA,1,NA,8072.98912,2904.9709,6553.87506,NA,1,NA,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2016",204,229,31.5297,36.13841,3,167.756601118638,4,0.0198627295992237,34,264.7136,195,129,30.37656,35.7248,66,NA,NA,NA,NA,NA,NA,8072.98912,2904.9709,6553.87506,NA,NA,NA,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2017",274,159,37.1592,44.13681,2,240.899105485475,16,0.0551879604548004,16,6657.4906,143,76,44.4823,67.7097,67,NA,113,139,NA,3,1,8072.98912,2904.9709,6553.87506,NA,3,1,"LA14","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,274,NA,NA,1,196.7093963534,3,0.0604661498828449,99,2873.6788,175,115,60.92916,96.355,60,170,82,170,1,3,1,8458.2601,3139.1457,6886.56836,1,3,1,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2012",178,222,42.4984,45.75413,3,1742.65570977138,4,0.0841817824554393,23,2441.9581,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8458.2601,3139.1457,6886.56836,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2013",199,299,49.8509,53.64752,3,207.868680856482,10,0.0177392816729083,78,756.7186,221,187,51.31318,63.073,34,NA,NA,NA,NA,NA,NA,8458.2601,3139.1457,6886.56836,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2014",62,351,36.9135,41.41827,4,142.620393572443,8,0.0130169940615183,197,6552.4158,154,22,49.78715,53.27215,132,NA,150,NA,NA,1,NA,8458.2601,3139.1457,6886.56836,NA,1,NA,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2015",194,237,40.18585,47.71647,3,450.924728154186,31,0.0332832935289436,82,1361.9208,155,108,40.96642,47.91445,47,NA,72,NA,NA,1,NA,8458.2601,3139.1457,6886.56836,NA,1,NA,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2016",205,229,33.4084,38.27908,3,191.643819078953,4,0.0164366517181879,34,285.3685,195,130,32.1453,37.4148,65,NA,NA,NA,NA,NA,NA,8458.2601,3139.1457,6886.56836,NA,NA,NA,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2017",197,237,37.5229,41.20874,2,250.899374931006,16,0.0180276182555696,94,6970.1065,143,75,49.10582,72.1287,68,NA,113,139,NA,3,1,8458.2601,3139.1457,6886.56836,NA,3,1,"LA13","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,274,NA,NA,1,208.937291593234,3,0.0594045428919694,99,2891.169,175,115,73.41262,108.8693,60,170,82,170,1,3,1,8500.20762,3167.0137,6924.74886,1,3,1,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2012",177,223,49.9979,53.91982,3,1767.81832771646,4,0.0816090700661477,24,2462.0624,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500.20762,3167.0137,6924.74886,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2013",199,299,57.2143,62.57182,3,220.248686056783,10,0.0140461457802416,78,770.1611,221,187,60.5393,73.8663,34,NA,NA,NA,NA,NA,NA,8500.20762,3167.0137,6924.74886,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2014",64,350,44.86495,48.62753,2,152.090466243981,8,0.0198823913236741,196,6593.6711,154,22,59.86369,62.4392,132,NA,150,NA,NA,1,NA,8500.20762,3167.0137,6924.74886,NA,1,NA,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2015",194,237,47.4407,56.95471,4,466.407234748372,31,0.0280195010947189,82,1377.626,155,107,48.28244,57.7135,48,NA,72,NA,NA,1,NA,8500.20762,3167.0137,6924.74886,NA,1,NA,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2016",203,230,39.8187,45.82534,3,203.920426902104,4,0.0283919635940712,35,295.6038,195,130,39.77133,45.27455,65,NA,NA,NA,NA,NA,NA,8500.20762,3167.0137,6924.74886,NA,NA,NA,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2017",194,239,43.35815,48.70894,3,260.014391225654,16,0.0239088171562906,96,7007.5183,143,76,54.955,80.2982,67,NA,113,139,NA,3,1,8500.20762,3167.0137,6924.74886,NA,3,1,"GLEN","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,274,NA,NA,1,219.275188183618,3,0.0586766776161426,100,10891.1726,174,114,74.79792,110.2549,60,170,82,170,1,3,1,8649.5102,3243.564,7073.76144,1,3,1,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2012",177,223,51.3419,55.25296,3,1823.94526304791,4,0.0800355627174916,24,2501.9216,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8649.5102,3243.564,7073.76144,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2013",199,299,58.5236,64.07054,3,235.35715655542,10,0.0137994870509284,78,785.4305,221,187,61.91818,75.365,34,NA,NA,NA,NA,NA,NA,8649.5102,3243.564,7073.76144,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2014",64,350,46.3107,49.96063,2,153.7172835035,8,0.0193875361842885,196,6748.5328,154,22,61.34118,63.9166,132,NA,150,NA,NA,1,NA,8649.5102,3243.564,7073.76144,NA,1,NA,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2015",194,237,48.78,58.33275,4,487.755007642532,31,0.0272186324973533,82,1399.3444,155,107,49.77178,59.2348,48,NA,72,NA,NA,1,NA,8649.5102,3243.564,7073.76144,NA,1,NA,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2016",203,230,41.1519,47.24826,3,214.482268435707,4,0.0275762916824724,35,301.2731,195,130,41.14204,46.75205,65,NA,NA,NA,NA,NA,NA,8649.5102,3243.564,7073.76144,NA,NA,NA,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2017",195,238,44.6305,50.07528,3,264.616433652115,16,0.0233990949947605,95,7155.0686,143,76,56.57895,82.53645,67,NA,113,139,NA,3,1,8649.5102,3243.564,7073.76144,NA,3,1,"LA11","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,273,NA,NA,1,241.452617314287,3,0.0582238023654843,99,11250.356,174,128,73.394,110.7713,46,170,82,170,1,3,1,8964.22634,3500.6114,7374.27556,1,3,1,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2012",184,223,52.86035,56.85526,3,1996.51552291934,4,0.0779325005620485,24,2590.3818,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8964.22634,3500.6114,7374.27556,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2013",230,269,60.563,71.95252,3,327.221533466656,10,0.0121371435208281,48,837.2146,221,180,64.62845,77.6625,41,NA,NA,NA,NA,NA,NA,8964.22634,3500.6114,7374.27556,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2014",65,349,48.1668,51.58992,2,156.515871700842,8,0.0187327391189546,195,7110.8182,154,21,63.4983,65.738,133,NA,150,NA,NA,1,NA,8964.22634,3500.6114,7374.27556,NA,1,NA,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2015",194,237,50.37615,59.93855,4,536.281475225425,31,0.050680157758114,8,645.541,229,181,45.7969,55.4945,48,NA,72,NA,NA,1,NA,8964.22634,3500.6114,7374.27556,NA,1,NA,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2016",204,229,42.7504,48.93494,3,256.572733846349,4,0.0266676664423926,34,324.4982,195,130,42.77153,48.5681,65,NA,NA,NA,NA,NA,NA,8964.22634,3500.6114,7374.27556,NA,NA,NA,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2017",197,236,46.1908,51.73416,3,276.10579373796,16,0.0234552593511056,93,7440.1399,143,76,58.32475,85.0065,67,NA,113,139,NA,3,1,8964.22634,3500.6114,7374.27556,NA,3,1,"F57C","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,271,NA,NA,1,266.206737714785,3,0.0541815759612711,96,3030.9341,175,129,86.22674,114.1908,46,170,82,170,1,3,1,9385.39398,3917.1884,7822.46424,1,3,1,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2012",183,224,66.6683,71.81136,3,2334.37007987831,4,0.0613250452878823,25,2729.6468,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9385.39398,3917.1884,7822.46424,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2013",200,300,66.2073,82.14873,3,482.687302553894,10,0.0148585305073318,79,950.7665,221,180,73.622,88.2475,41,NA,NA,NA,NA,NA,NA,9385.39398,3917.1884,7822.46424,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2014",201,213,64.6851,68.1255,2,160.712909189755,8,0.0306276585890685,59,7606.8008,154,20,75.56698,78.1311,134,NA,150,NA,NA,1,NA,9385.39398,3917.1884,7822.46424,NA,1,NA,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2015",194,238,65.374,72.30824,4,625.361085648354,31,0.0407099518321691,9,819.0802,229,181,60.5341,67.9033,48,NA,72,NA,NA,1,NA,9385.39398,3917.1884,7822.46424,NA,1,NA,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2016",203,231,59.827,84.88462,3,319.169409412456,4,0.0198190366049073,36,372.8367,195,129,58.85998,65.1249,66,NA,NA,NA,NA,NA,NA,9385.39398,3917.1884,7822.46424,NA,NA,NA,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2017",204,230,71.37365,84.73813,2,321.325043013979,16,0.0178772939385372,87,7876.3801,143,75,67.93732,99.5518,68,NA,113,139,NA,3,1,9385.39398,3917.1884,7822.46424,NA,3,1,"LA8","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,264,NA,NA,1,297.843551061468,3,0.0492227128574268,89,3324.3918,175,114,112.49515,129.73715,61,170,82,170,1,3,1,10424.80346,4724.3893,8872.32442,1,3,1,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2012",162,245,90.53325,97.98468,3,2902.50801365205,4,0.0233001580274821,33,590.3363,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10424.80346,4724.3893,8872.32442,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2013",199,301,74.1711,111.00968,3,677.435375504899,10,0.019022179062056,80,1102.7762,221,180,87.28419,109.08165,41,NA,NA,NA,NA,NA,NA,10424.80346,4724.3893,8872.32442,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2014",200,214,87.92575,97.85033,2,168.693492827769,8,0.022034262829043,60,8693.3201,154,20,97.79658,100.858,134,NA,150,NA,NA,1,NA,10424.80346,4724.3893,8872.32442,NA,1,NA,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2015",195,238,93.0634,103.6121,4,779.758739972972,31,0.0240134093255148,9,1011.8767,229,181,80.2556,92.9836,48,NA,72,NA,NA,1,NA,10424.80346,4724.3893,8872.32442,NA,1,NA,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2016",204,232,91.1301,152.9678,3,385.16603443177,4,0.017248814693512,37,435.0241,195,128,83.92865,98.0684,67,NA,NA,NA,NA,NA,NA,10424.80346,4724.3893,8872.32442,NA,NA,NA,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2017",207,229,118.9354,152.9519,2,412.767098677545,16,0.0168888949370738,86,8917.0755,143,73,87.68024,126.5305,70,NA,113,139,NA,3,1,10424.80346,4724.3893,8872.32442,NA,3,1,"F34D","AggressiveInfiltration_WRP50_UBF100"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,259,NA,NA,1,303.584509054386,3,0.0492023674039686,84,4140.3548,175,114,118.92096,141.26025,61,NA,124.5,79,NA,5,1,17298.3558,5258.0222,13752.01852,NA,2,1,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2012",160,247,95.58895,101.89095,3,4965.73943704454,4,0.0229469798626505,35,733.8615,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17298.3558,5258.0222,13752.01852,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2013",149,352,74.9739,114.70448,3,1105.65232753822,10,0.0182647731180054,131,1210.1129,221,180,110.87965,130.56655,41,NA,NA,NA,NA,NA,NA,17298.3558,5258.0222,13752.01852,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2014",201,214,87.9274,97.8795,2,173.27245050994,8,0.022077850863661,60,9333.755,154,19,98.02234,101.4207,135,NA,150,NA,NA,1,NA,17298.3558,5258.0222,13752.01852,NA,1,NA,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2015",195,238,93.0634,103.68708,4,954.347773425612,31,0.0298244087655073,9,1071.2115,229,180,81.06735,93.0281,49,NA,72,NA,NA,1,NA,17298.3558,5258.0222,13752.01852,NA,1,NA,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2016",205,232,91.876,152.9925,3,397.371939456181,4,0.0186698425707861,37,450.4108,195,128,85.01158,99.6559,67,NA,NA,NA,NA,NA,NA,17298.3558,5258.0222,13752.01852,NA,NA,NA,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2017",209,228,119.1189,152.9713,2,465.965289390149,16,0.0198422856918765,85,11449.7763,143,72,90.62628,145.51245,71,113,113,113,1,3,1,17298.3558,5258.0222,13752.01852,1,3,1,"LA3","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,256,NA,NA,1,305.88769607521,3,0.0455856168226555,81,4473.5125,175,114,119.82928,147.61265,61,NA,124.5,79,NA,5,1,19186.49828,5854.8405,15479.4781,NA,2,1,"F319","AggressiveInfiltration_WRP50_UBF100"
"2012",151,249,97.4293,102.9037,3,5158.16229878515,4,0.022372128256489,37,861.9333,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19186.49828,5854.8405,15479.4781,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF100"
"2013",150,351,76.77145,115.28781,3,1234.74759324197,10,0.0188791420132153,130,1262.5304,221,187,116.09988,137.6269,34,NA,NA,NA,NA,NA,NA,19186.49828,5854.8405,15479.4781,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF100"
"2014",201,214,87.9274,97.8795,2,175.18693920949,8,0.0222706091721784,60,9864.5897,154,19,98.02776,101.4207,135,NA,150,NA,NA,1,NA,19186.49828,5854.8405,15479.4781,NA,1,NA,"F319","AggressiveInfiltration_WRP50_UBF100"
"2015",195,238,93.1425,103.72828,4,1060.58447695795,31,0.0351941881969901,9,1151.0529,229,180,82.00602,93.94995,49,NA,72,NA,NA,1,NA,19186.49828,5854.8405,15479.4781,NA,1,NA,"F319","AggressiveInfiltration_WRP50_UBF100"
"2016",205,232,91.876,152.9925,3,418.157922264864,4,0.0186688462422568,37,479.4685,195,128,85.10515,99.931,67,NA,NA,NA,NA,NA,NA,19186.49828,5854.8405,15479.4781,NA,NA,NA,"F319","AggressiveInfiltration_WRP50_UBF100"
"2017",209,228,119.3987,152.9713,2,558.966434822575,16,0.0222009914260519,85,12477.5396,143,72,92.14935,164.908,71,113,113,113,1,3,1,19186.49828,5854.8405,15479.4781,1,3,1,"F319","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,256,NA,NA,1,305.858168520333,3,0.0456667414585313,81,4485.3899,175,114,119.91173,147.6239,61,NA,124.5,79,NA,5,1,19271.3176,5882.1277,15509.55148,NA,2,1,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2012",152,248,97.3979,102.90095,3,5164.30287989924,4,0.0220746013307143,36,867.2267,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19271.3176,5882.1277,15509.55148,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2013",150,351,76.77145,115.28781,3,1250.00533928003,10,0.0188791420132153,130,1270.302,221,187,116.09988,137.6269,34,NA,NA,NA,NA,NA,NA,19271.3176,5882.1277,15509.55148,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2014",201,214,87.9274,97.8795,2,175.270567465694,8,0.0222706091721784,60,9885.939,154,19,98.02776,101.4207,135,NA,150,NA,NA,1,NA,19271.3176,5882.1277,15509.55148,NA,1,NA,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2015",195,238,93.1425,103.72828,4,1065.05764926353,31,0.0351941881969901,9,1160.9502,229,180,82.00602,93.94995,49,NA,72,NA,NA,1,NA,19271.3176,5882.1277,15509.55148,NA,1,NA,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2016",205,232,91.876,152.9925,3,418.72258096337,4,0.0186688462422568,37,479.6915,195,128,85.10515,99.931,67,NA,NA,NA,NA,NA,NA,19271.3176,5882.1277,15509.55148,NA,NA,NA,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2017",209,228,119.3987,152.9713,2,562.281085957867,16,0.0222009914260519,85,12528.9496,143,72,92.14935,165.05195,71,113,113,113,1,3,1,19271.3176,5882.1277,15509.55148,1,3,1,"LA2","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,256,NA,NA,1,305.873175200895,3,0.0462412622316083,81,4494.3665,175,114,119.91173,147.69515,61,NA,124.5,79,NA,5,1,19541.55048,5945.5199,15618.85948,NA,2,1,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2012",152,248,97.3979,102.90095,3,5168.14604720035,4,0.0220746013307143,36,870.7059,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19541.55048,5945.5199,15618.85948,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2013",150,351,76.77145,115.28781,3,1255.49709843823,10,0.0188791420132153,130,1274.6342,221,187,116.09988,137.6577,34,NA,NA,NA,NA,NA,NA,19541.55048,5945.5199,15618.85948,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2014",201,214,87.9274,97.8795,2,175.282643694183,8,0.0222706091721784,60,9909.2742,154,19,98.02776,101.4207,135,NA,150,NA,NA,1,NA,19541.55048,5945.5199,15618.85948,NA,1,NA,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2015",194,239,93.29875,103.73386,4,1067.58468459655,31,0.0232415855736421,10,1166.6486,229,180,82.00602,93.94995,49,NA,72,NA,NA,1,NA,19541.55048,5945.5199,15618.85948,NA,1,NA,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2016",205,232,91.876,152.9925,3,419.040362058144,4,0.0186688462422568,37,479.8734,195,128,85.10515,99.931,67,NA,NA,NA,NA,NA,NA,19541.55048,5945.5199,15618.85948,NA,NA,NA,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2017",209,228,119.3987,152.9713,2,564.831549591375,16,0.0222009914260519,85,12731.1741,143,72,92.14935,165.3321,71,113,113,113,1,3,1,19541.55048,5945.5199,15618.85948,1,3,1,"LA1","AggressiveInfiltration_WRP50_UBF100"
"2011",NA,240,NA,NA,3,289.431117645454,5,0.137552898861486,66,3581.6193,174,113,5.18096,11.3482,61,170,124.5,170,1,2,1,3328.2615,1095.2606,2945.12232,1,2,1,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2012",178,221,4.0776,5.0394,3,555.537764471364,4,0.135455469014561,22,991.1639,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328.2615,1095.2606,2945.12232,NA,NA,NA,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2013",166,333,3.2679,6.1678,3,31.4318746507793,10,0.0824593156874307,112,237.4834,221,188,2.66483,6.24605,33,NA,NA,NA,NA,NA,NA,3328.2615,1095.2606,2945.12232,NA,NA,NA,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2014",111,305,3.1947,4.2981,3,8.21970941091551,8,0.0809491882397777,151,2088.1864,154,21,6.0271,7.5677,133,NA,150,NA,NA,1,NA,3328.2615,1095.2606,2945.12232,NA,1,NA,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2015",192,240,0.3899,1.65683,4,107.054580725475,30,0.162716312638399,85,524.3777,155,105,3.68898,6.4907,50,NA,72,NA,NA,1,NA,3328.2615,1095.2606,2945.12232,NA,1,NA,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2016",201,236,1.3359,2.9573,2,45.8129188194921,4,0.131952090486703,41,101.5268,195,129,0.63188,3.204,66,NA,NA,NA,NA,NA,NA,3328.2615,1095.2606,2945.12232,NA,NA,NA,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2017",232,205,1.2735,3.39336,2,113.414910395679,16,0.14466278101582,62,3159.3563,143,72,0.09142,14.78405,71,NA,113,139,NA,3,1,3328.2615,1095.2606,2945.12232,NA,3,1,"LA20","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,240,NA,NA,3,409.150741113524,5,0.0574911063771734,66,5987.8583,174,113,16.92704,23.9875,61,170,124.5,170,1,2,1,5000.92808,1677.3781,4162.4739,1,2,1,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2012",183,221,17.7132,19.25548,3,855.186447937722,4,0.0503792920870714,22,1382.5916,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000.92808,1677.3781,4162.4739,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2013",233,266,16.0243,18.5089,6,68.1381653193731,10,0.0281529845973689,45,407.1934,221,183,12.30906,18.2175,38,NA,NA,NA,NA,NA,NA,5000.92808,1677.3781,4162.4739,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2014",129,287,16.6703,18.02322,3,288.430289845902,51,0.0239352659851764,133,3440.4711,154,21,18.6625,21.0851,133,NA,150,NA,NA,1,NA,5000.92808,1677.3781,4162.4739,NA,1,NA,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2015",194,239,11.7075,13.21515,5,156.738801411232,30,0.0343920127656985,84,790.4262,155,105,7.14444,20.2741,50,NA,72,NA,NA,1,NA,5000.92808,1677.3781,4162.4739,NA,1,NA,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2016",207,229,13.9842,15.89166,3,59.3685955017407,4,0.0171499254192891,34,153.6046,195,128,11.96598,14.7337,67,NA,NA,NA,NA,NA,NA,5000.92808,1677.3781,4162.4739,NA,NA,NA,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2017",230,206,13.7593,16.09434,2,167.823184714211,16,0.0290094807840876,63,4342.9746,143,73,12.8385,28.5615,70,NA,113,139,NA,3,1,5000.92808,1677.3781,4162.4739,NA,3,1,"LA20_2","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,239,NA,NA,1,101.421947669279,3,0.120971647237981,65,8786.0081,174,114,28.69893,40.62955,60,170,124.5,170,1,3,1,6962.66756,2474.7744,5657.83434,1,2,1,"F300","AggressiveInfiltration_WRP50_UBF50"
"2012",180,221,30.05,31.94933,1,1377.00153794259,4,0.0896168007413055,22,1990.0937,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6962.66756,2474.7744,5657.83434,NA,NA,NA,"F300","AggressiveInfiltration_WRP50_UBF50"
"2013",252,246,33.0761,39.88272,3,100.009259615651,10,0.00261775502644931,25,595.7424,221,186,32.4959,38.02975,35,NA,NA,NA,NA,NA,NA,6962.66756,2474.7744,5657.83434,NA,NA,NA,"F300","AggressiveInfiltration_WRP50_UBF50"
"2014",126,288,28.81025,30.2835,3,83.9380339592945,8,0.00671145956809136,134,5300.7429,154,22,33.88855,35.05285,132,NA,150,NA,NA,1,NA,6962.66756,2474.7744,5657.83434,NA,1,NA,"F300","AggressiveInfiltration_WRP50_UBF50"
"2015",195,237,27.6315,32.57434,3,277.029718353671,31,0.01960503720664,82,1137.9943,155,107,28.44856,32.8723,48,NA,72,NA,NA,1,NA,6962.66756,2474.7744,5657.83434,NA,1,NA,"F300","AggressiveInfiltration_WRP50_UBF50"
"2016",205,229,24.6599,26.01736,2,95.2575343514485,4,0.0149058238068778,34,231.7285,195,129,22.85492,26.2308,66,NA,NA,NA,NA,NA,NA,6962.66756,2474.7744,5657.83434,NA,NA,NA,"F300","AggressiveInfiltration_WRP50_UBF50"
"2017",201,233,26.2683,29.5447,4,219.53413406464,16,0.0167605822422301,90,5747.1072,143,75,32.34446,44.9177,68,NA,113,139,NA,3,1,6962.66756,2474.7744,5657.83434,NA,3,1,"F300","AggressiveInfiltration_WRP50_UBF50"
"2011",NA,268,NA,NA,1,152.950139438653,3,0.0857388470488298,94,10128.1809,174,113,42.50152,60.6365,61,170,124.5,170,1,2,1,8032.98162,2893.362,6535.04726,1,2,1,"LA14","AggressiveInfiltration_WRP50_UBF50"
