"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2015",194,239,3.1106,5.41770000000002,2,1091.15706572259,31,0.114953542392567,10,1244.2193,229,178,3.13471,3.72665,51,NA,72,NA,NA,1,NA,19759.53524,6683.9686,15955.8915,NA,1,NA,"LA2","Aggressive_non_Infiltration_WRP0_UBF0"
"2016",207,230,3.0327,7.45836,6,365.017431704112,4,0.165819807913161,36,430.5558,194,127,3.2592,5.1137,67,NA,NA,NA,NA,NA,NA,19759.53524,6683.9686,15955.8915,NA,NA,NA,"LA2","Aggressive_non_Infiltration_WRP0_UBF0"
"2017",210,227,3.21105,7.33029,3,523.543973009102,16,0.096842192365892,84,13412.983,143,72,6.97785,79.01785,71,113,113,113,1,3,1,19759.53524,6683.9686,15955.8915,1,3,1,"LA2","Aggressive_non_Infiltration_WRP0_UBF0"
"2011",NA,239,NA,NA,1,219.114873777667,3,0.510079958479978,64,4328.1732,175,129,5.13872,12.9271,46,NA,124.5,79,NA,5,1,20054.96966,6767.7488,16089.67328,NA,2,1,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2012",148,223,3.42775,4.48677,3,5610.99104390198,4,0.195847717216901,11,888.2855,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20054.96966,6767.7488,16089.67328,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2013",271,232,3.2623,10.6469,NA,NA,NA,0.104415092253886,11,1290.9831,221,216,3.21715,5.009,5,NA,NA,NA,NA,NA,NA,20054.96966,6767.7488,16089.67328,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2014",223,194,3.1587,3.6876,2,112.337174739563,8,0.0976973565794473,40,10832.8132,154,17,3.46144,3.6229,137,NA,150,NA,NA,1,NA,20054.96966,6767.7488,16089.67328,NA,1,NA,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2015",194,239,3.1106,5.42025000000002,2,1094.06951241723,31,0.114953542392567,10,1250.8108,229,178,3.13471,3.72665,51,NA,72,NA,NA,1,NA,20054.96966,6767.7488,16089.67328,NA,1,NA,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2016",207,230,3.0327,7.45836,6,365.38656958222,4,0.165819807913161,36,430.9661,194,127,3.25992,5.1137,67,NA,NA,NA,NA,NA,NA,20054.96966,6767.7488,16089.67328,NA,NA,NA,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2017",210,227,3.21105,7.33029,3,526.502662468564,16,0.097802886133557,84,13635.5048,143,72,6.97785,79.24625,71,113,113,113,1,3,1,20054.96966,6767.7488,16089.67328,1,3,1,"LA1","Aggressive_non_Infiltration_WRP0_UBF0"
"2011",NA,294,NA,NA,3,311.887205249464,5,0.0941445741422432,120,3814.7797,174,113,10.36192,22.6963,61,170,124.5,170,1,2,1,3556.0939,1239.9232,3171.31012,1,2,1,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",175,222,8.1646,10.04312,3,620.215724245606,4,0.15009852305812,23,1138.4455,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3556.0939,1239.9232,3171.31012,NA,NA,NA,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",154,335,6.07615,11.9464,3,33.3121174650043,10,0.097753867023133,98,20.4256,237,206,5.3169,13.1027,31,NA,NA,NA,NA,NA,NA,3556.0939,1239.9232,3171.31012,NA,NA,NA,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",107,305,6.5077,8.60796,3,8.71364273907535,8,0.0808948582201969,151,2322.0038,154,31,10.8625,14.7658,123,NA,150,NA,NA,1,NA,3556.0939,1239.9232,3171.31012,NA,1,NA,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",127,305,0.9091,3.06628,4,113.118946008854,30,0.222969406326661,150,573.6273,155,109,6.74996,12.6471,46,NA,72,NA,NA,1,NA,3556.0939,1239.9232,3171.31012,NA,1,NA,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",191,246,2.6453,5.9133,2,48.6216987811923,4,0.136909984596532,51,109.0936,195,129,1.19706,6.1339,66,NA,NA,NA,NA,NA,NA,3556.0939,1239.9232,3171.31012,NA,NA,NA,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",140,297,2.2392,6.42486,2,121.870057265454,16,0.159587046902216,154,3383.6367,143,72,0.17243,27.8112,71,NA,113,139,NA,3,1,3556.0939,1239.9232,3171.31012,NA,3,1,"LA20","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,287,NA,NA,3,433.04552724408,5,0.0921805084575716,113,6288.2909,174,113,11.43038,25.0366,61,170,124.5,170,1,2,1,5295.77522,1882.9061,4457.27264,1,2,1,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",177,221,9.0065,11.07186,3,954.640307475859,4,0.14088298819748,22,1586.1669,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5295.77522,1882.9061,4457.27264,NA,NA,NA,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",165,333,7.1844,13.48884,3,58.0611474739617,10,0.0824586164470485,112,438.731,221,189,5.7599,13.7222,32,NA,NA,NA,NA,NA,NA,5295.77522,1882.9061,4457.27264,NA,NA,NA,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",107,305,7.1787,9.49556,3,19.9497353555971,8,0.0809393774221345,151,3749.9708,154,22,13.22555,16.59935,132,NA,150,NA,NA,1,NA,5295.77522,1882.9061,4457.27264,NA,1,NA,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",192,241,0.8602,3.65526,4,152.261767085895,30,0.162413259644541,86,863.2844,155,109,7.69626,14.0041,46,NA,72,NA,NA,1,NA,5295.77522,1882.9061,4457.27264,NA,1,NA,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",198,238,2.93465,6.46298,2,50.6760344151814,4,0.132091238230436,43,152.5848,195,128,2.05572,6.96365,67,NA,NA,NA,NA,NA,NA,5295.77522,1882.9061,4457.27264,NA,NA,NA,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",229,207,2.9075,7.43798,2,166.742886225319,16,0.130160501577116,64,4634.0981,143,73,0.14296,32.1532,70,NA,113,139,NA,3,1,5295.77522,1882.9061,4457.27264,NA,3,1,"LA20_2","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,239,NA,NA,1,84.2826864755969,3,0.213339585042785,64,2650.4179,175,106,19.4198,35.2908,69,170,124.5,170,1,2,1,7287.02354,2683.7867,5961.16944,1,2,1,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",179,221,12.4159,14.94026,3,1480.2317628745,4,0.297737635800946,22,2196.1305,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7287.02354,2683.7867,5961.16944,NA,NA,NA,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",249,249,17.0528,21.7477,3,84.5305870378705,10,0.0575728372673294,28,621.1097,221,187,19.36984,28.6229,34,NA,NA,NA,NA,NA,NA,7287.02354,2683.7867,5961.16944,NA,NA,NA,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",107,305,9.5832,12.64524,6,69.4404927483994,8,0.0767220634305531,151,5639.4188,154,22,18.03955,21.9876,132,NA,150,NA,NA,1,NA,7287.02354,2683.7867,5961.16944,NA,1,NA,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",117,315,11.5569,21.67622,5,279.631010717598,31,0.0990006362557193,160,1205.9617,155,109,10.52276,18.6974,46,NA,72,NA,NA,1,NA,7287.02354,2683.7867,5961.16944,NA,1,NA,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",204,229,5.0939,8.91646,3,83.2641661110687,4,0.114496299019948,34,221.1713,195,129,2.91326,9.2423,66,NA,NA,NA,NA,NA,NA,7287.02354,2683.7867,5961.16944,NA,NA,NA,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",197,236,11.2753,17.15748,2,211.570692129385,16,0.0585926732907188,93,6041.6071,143,76,17.13065,41.215,67,NA,113,139,NA,3,1,7287.02354,2683.7867,5961.16944,NA,3,1,"F300","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,272,NA,NA,1,139.27731358677,3,0.116204804211881,98,10677.3476,174,113,30.45354,65.0385,61,170,124.5,170,1,2,1,8522.81588,3186.4902,6997.67656,1,2,1,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",182,222,13.61305,16.47981,3,1757.12447118728,4,0.221337573603562,23,2590.5476,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8522.81588,3186.4902,6997.67656,NA,NA,NA,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",251,247,21.3832,28.8997,3,104.916506302668,10,0.0359741663987843,26,729.7456,221,183,22.08972,32.0558,38,NA,NA,NA,NA,NA,NA,8522.81588,3186.4902,6997.67656,NA,NA,NA,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",201,212,13.6139,19.024,7,103.218140667703,8,0.125543609567528,58,6642.5372,154,22,18.01771,22.2099,132,NA,150,NA,NA,1,NA,8522.81588,3186.4902,6997.67656,NA,1,NA,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",118,314,13.45895,23.21436,6,395.354649831744,31,0.11591467172498,159,1408.547,155,108,11.89527,18.814,47,NA,72,NA,NA,1,NA,8522.81588,3186.4902,6997.67656,NA,1,NA,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",204,229,7.0568,12.43158,3,150.515131979741,4,0.122729223429205,34,249.8059,195,129,3.81708,10.0208,66,NA,NA,NA,NA,NA,NA,8522.81588,3186.4902,6997.67656,NA,NA,NA,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",197,236,12.419,17.38654,2,229.396579045544,16,0.0562955092385031,93,7086.4614,143,76,17.7809,41.14455,67,NA,113,139,NA,3,1,8522.81588,3186.4902,6997.67656,NA,3,1,"LA14","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,273,NA,NA,1,176.263527374955,3,0.106067798252109,99,11214.0115,174,113,35.95708,71.1205,61,170,124.5,170,1,2,1,8943.01918,3437.8745,7361.20814,1,2,1,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",181,223,14.4428,17.5041,3,1882.81604327542,4,0.163588396642187,24,2710.0525,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8943.01918,3437.8745,7361.20814,NA,NA,NA,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",252,246,22.7918,30.47703,3,193.585239337603,10,0.0353446564369341,25,778.9484,221,183,24.37246,34.0291,38,NA,NA,NA,NA,NA,NA,8943.01918,3437.8745,7361.20814,NA,NA,NA,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",64,349,10.88415,14.83301,7,119.052338809984,8,0.0695971384362883,195,7089.9435,154,22,20.55974,24.84355,132,NA,150,NA,NA,1,NA,8943.01918,3437.8745,7361.20814,NA,1,NA,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",117,315,13.9613,23.16326,6,459.008887574577,31,0.110703624090128,160,1450.9992,155,108,12.69522,20.02855,47,NA,72,NA,NA,1,NA,8943.01918,3437.8745,7361.20814,NA,1,NA,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",203,230,8.9807,14.37284,3,175.447790518044,4,0.107171422163663,35,271.2882,195,129,5.72462,11.7673,66,NA,NA,NA,NA,NA,NA,8943.01918,3437.8745,7361.20814,NA,NA,NA,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",197,236,14.1103,17.60176,2,239.75301051236,16,0.0510650465820791,93,7429.0243,143,76,19.46555,46.0356,67,NA,113,139,NA,3,1,8943.01918,3437.8745,7361.20814,NA,3,1,"LA13","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,273,NA,NA,1,179.016276373789,3,0.107841589163842,99,11254.0077,174,113,36.05538,71.2683,61,170,124.5,170,1,2,1,8976.84786,3456.335,7391.47434,1,2,1,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",181,223,14.5027,17.5099,3,1896.95406423266,4,0.163578174245921,24,2718.8093,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8976.84786,3456.335,7391.47434,NA,NA,NA,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",252,246,22.91485,30.50831,3,195.780278829799,10,0.0351344393592679,25,782.8917,221,183,24.53996,34.0359,38,NA,NA,NA,NA,NA,NA,8976.84786,3456.335,7391.47434,NA,NA,NA,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",64,349,10.9436,14.94716,7,119.138626880271,8,0.0662174117070154,195,7122.4065,154,22,20.55974,24.8441,132,NA,150,NA,NA,1,NA,8976.84786,3456.335,7391.47434,NA,1,NA,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",117,315,14.0874,23.2606,6,464.671663922789,31,0.110570338485619,160,1456.7167,155,108,12.70485,20.0356,47,NA,72,NA,NA,1,NA,8976.84786,3456.335,7391.47434,NA,1,NA,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",204,229,9.13055,14.40097,3,177.758825798131,4,0.0974218692941512,34,272.2038,195,129,5.74998,11.785,66,NA,NA,NA,NA,NA,NA,8976.84786,3456.335,7391.47434,NA,NA,NA,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",197,236,14.2728,17.69572,2,240.542435447751,16,0.050781307123,93,7458.7413,143,76,19.46555,46.1778,67,NA,113,139,NA,3,1,8976.84786,3456.335,7391.47434,NA,3,1,"GLEN","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,273,NA,NA,1,190.096146772714,3,0.104309607392177,99,11419.4306,174,113,37.57648,72.7113,61,170,124.5,170,1,2,1,9139.02506,3544.9606,7553.54434,1,2,1,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",181,223,15.8189,18.843,3,1963.55840484138,4,0.155367274429294,24,2766.6055,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9139.02506,3544.9606,7553.54434,NA,NA,NA,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",252,246,24.2619,31.91822,3,212.557383014783,10,0.033825817555938,25,799.675,221,183,25.93338,35.5716,38,NA,NA,NA,NA,NA,NA,9139.02506,3544.9606,7553.54434,NA,NA,NA,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",64,349,12.3119,16.30141,7,120.775084040783,8,0.0614636760599925,195,7292.7029,154,22,22.03714,26.3215,132,NA,150,NA,NA,1,NA,9139.02506,3544.9606,7553.54434,NA,1,NA,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",117,315,15.3929,24.85632,6,489.358031811881,31,0.103302434361023,160,1481.4617,155,108,14.18543,21.55685,47,NA,72,NA,NA,1,NA,9139.02506,3544.9606,7553.54434,NA,1,NA,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",204,229,10.48695,15.85975,3,189.223987326652,4,0.0892891918208373,34,278.277,195,129,7.22366,13.3061,66,NA,NA,NA,NA,NA,NA,9139.02506,3544.9606,7553.54434,NA,NA,NA,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",198,235,15.52075,18.95519,2,245.410336137377,16,0.0463759569516549,92,7618.7547,143,76,20.98665,48.19995,67,NA,113,139,NA,3,1,9139.02506,3544.9606,7553.54434,NA,3,1,"LA11","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,272,NA,NA,1,213.419030434779,3,0.101578083106811,98,11809.8825,174,113,39.30028,74.3862,61,170,82,170,1,3,1,9483.86328,3829.8669,7884.61112,1,3,1,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",184,223,17.4007,20.58624,3,2156.48828430686,4,0.165572174891968,24,2865.1503,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9483.86328,3829.8669,7884.61112,NA,NA,NA,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",252,246,25.8788,33.71158,3,314.121174477016,10,0.0323829108501075,25,854.9343,221,180,27.78948,37.40535,41,NA,NA,NA,NA,NA,NA,9483.86328,3829.8669,7884.61112,NA,NA,NA,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",64,349,13.9398,17.92047,7,123.64200969227,8,0.0566099654757996,195,7690.3204,154,22,23.73365,28.0179,132,NA,150,NA,NA,1,NA,9483.86328,3829.8669,7884.61112,NA,1,NA,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",195,237,18.5862,25.42574,6,541.842048364764,31,0.150592926177787,8,653.5241,229,182,12.77843,19.57795,47,NA,72,NA,NA,1,NA,9483.86328,3829.8669,7884.61112,NA,1,NA,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",204,229,12.0813,17.55789,3,234.358943880279,4,0.0812390997425462,34,303.1176,195,129,8.919,15.116,66,NA,NA,NA,NA,NA,NA,9483.86328,3829.8669,7884.61112,NA,NA,NA,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",199,234,17.1124,20.51446,2,257.459347106665,16,0.0457209551487437,91,7933.1838,143,76,22.71045,50.57675,67,NA,113,139,NA,3,1,9483.86328,3829.8669,7884.61112,NA,3,1,"F57C","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,270,NA,NA,1,238.611461045108,3,0.0950320187729934,96,12232.8798,174,113,53.72356,76.7832,61,170,82,170,1,3,1,9933.68706,4271.7511,8364.14054,1,3,1,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",182,225,30.7051,36.32181,3,2514.24737669614,4,0.0854464061596786,26,3009.0407,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9933.68706,4271.7511,8364.14054,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",231,267,31.2886,44.0392,3,475.524005803751,10,0.0272625011499636,46,972.507,221,180,36.77053,48.3334,41,NA,NA,NA,NA,NA,NA,9933.68706,4271.7511,8364.14054,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",200,213,30.77615,34.7212,7,127.936849475922,8,0.0770214108232846,59,8217.1351,154,22,35.65634,39.9517,132,NA,150,NA,NA,1,NA,9933.68706,4271.7511,8364.14054,NA,1,NA,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",196,237,33.4367,39.3488,6,633.551470032063,31,0.081224600379301,8,833.9594,229,182,25.84722,32.96175,47,NA,72,NA,NA,1,NA,9933.68706,4271.7511,8364.14054,NA,1,NA,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",205,231,29.2841,53.35294,3,298.82094478535,4,0.0485836522262682,36,352.6735,195,128,25.12424,31.3113,67,NA,NA,NA,NA,NA,NA,9933.68706,4271.7511,8364.14054,NA,NA,NA,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",206,230,42.5083,53.3078,2,303.603291354802,16,0.0374407869034698,87,8400.8919,143,73,34.47014,63.8556,70,NA,113,139,NA,3,1,9933.68706,4271.7511,8364.14054,NA,3,1,"LA8","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,240,NA,NA,1,272.31942746376,3,0.0986125243788688,65,3280.4766,175,114,74.4966,90.79425,61,170,82,170,1,3,1,11158.48112,5295.6795,9591.1255,1,3,1,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",144,246,55.049,60.87232,3,3296.77037031854,4,0.0384246464819554,34,631.2171,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11158.48112,5295.6795,9591.1255,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",200,300,37.56165,74.25997,3,762.783652513968,10,0.044112589169341,79,1185.227,221,197,45.47344,67.6603,24,NA,NA,NA,NA,NA,NA,11158.48112,5295.6795,9591.1255,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",199,215,54.5241,63.80542,7,137.167010666862,8,0.0377877919665547,61,9479.0163,154,20,59.93918,62.8035,134,NA,150,NA,NA,1,NA,11158.48112,5295.6795,9591.1255,NA,1,NA,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",194,239,60.2591,72.137,6,836.494633550872,31,0.0563589631334778,10,1115.5528,229,181,42.5862,57.8816,48,NA,72,NA,NA,1,NA,11158.48112,5295.6795,9591.1255,NA,1,NA,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",203,232,60.2482,122.44684,3,376.777984328433,4,0.0279154417231256,37,424.8958,195,128,48.80491,64.4435,67,NA,NA,NA,NA,NA,NA,11158.48112,5295.6795,9591.1255,NA,NA,NA,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",206,229,90.2783,122.41165,2,409.642178977034,16,0.0402237710931768,86,9619.1528,143,74,53.21059,90.1741,69,NA,113,139,NA,3,1,11158.48112,5295.6795,9591.1255,NA,3,1,"F34D","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,242,NA,NA,1,278.231373107711,3,0.0720757816010082,67,4120.049,175,114,80.81805,101.5603,61,NA,124.5,79,NA,5,1,17806.36372,5928.0602,14248.70042,NA,2,1,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",160,247,59.17745,65.09122,3,5417.45692737235,4,0.0356047904191618,35,797.5874,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17806.36372,5928.0602,14248.70042,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",149,352,38.9563,77.46344,3,1215.45533421375,10,0.027655323003878,131,1296.9612,221,180,73.67371,90.71525,41,NA,NA,NA,NA,NA,NA,17806.36372,5928.0602,14248.70042,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",199,215,54.5241,63.80742,7,141.797713120827,8,0.0381535632052827,61,10186.4317,154,19,60.25208,62.9003,135,NA,150,NA,NA,1,NA,17806.36372,5928.0602,14248.70042,NA,1,NA,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",194,239,60.31805,72.14,6,1025.56172748421,31,0.0756592978025956,10,1191.4533,229,181,43.1443,58.2528,48,NA,72,NA,NA,1,NA,17806.36372,5928.0602,14248.70042,NA,1,NA,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",205,232,61.3659,122.45338,3,391.277348345555,4,0.0372393751566716,37,443.3154,195,128,50.03267,65.1864,67,NA,NA,NA,NA,NA,NA,17806.36372,5928.0602,14248.70042,NA,NA,NA,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",208,229,90.57545,122.41819,2,475.500356159661,16,0.0376213655277744,86,12233.9093,143,72,56.11304,109.57605,71,113,113,113,1,3,1,17806.36372,5928.0602,14248.70042,1,3,1,"LA3","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,241,NA,NA,1,280.733899375437,3,0.0772185453964763,66,4498.8902,175,114,81.45272,108.5216,61,NA,124.5,79,NA,5,1,19838.35882,6702.0469,16116.86406,NA,2,1,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",160,247,61.0058,68.22959,3,5656.07507770011,4,0.0353343921758189,35,953.0142,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19838.35882,6702.0469,16116.86406,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2013",150,351,40.6543,79.04674,3,1375.09360480765,10,0.0320016103665132,130,1356.1773,221,180,82.56115,98.9126,41,NA,NA,NA,NA,NA,NA,19838.35882,6702.0469,16116.86406,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2014",202,215,54.6621,64.60352,7,143.754357815872,8,0.0495341630233155,61,10827.5503,154,19,60.2583,62.9003,135,NA,150,NA,NA,1,NA,19838.35882,6702.0469,16116.86406,NA,1,NA,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2015",194,239,60.3212,72.14,6,1151.71213622222,31,0.0945594727760201,10,1288.3853,229,178,43.90565,58.35655,51,NA,72,NA,NA,1,NA,19838.35882,6702.0469,16116.86406,NA,1,NA,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2016",205,232,61.6729,122.69986,3,415.381263252639,4,0.0384700702077395,38,481.5302,194,127,50.44514,65.7299,67,NA,NA,NA,NA,NA,NA,19838.35882,6702.0469,16116.86406,NA,NA,NA,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2017",207,230,90.7533,122.63334,2,585.597824963108,16,0.0379672324144021,87,13431.6802,143,72,57.63553,132.22595,71,113,113,113,1,3,1,19838.35882,6702.0469,16116.86406,1,3,1,"F319","Aggressive_non_Infiltration_WRP0_UBF100"
"2011",NA,240,NA,NA,1,280.719125479595,3,0.0772185453964763,65,4513.919,175,114,81.45272,108.5216,61,NA,124.5,79,NA,5,1,19934.618,6739.9847,16157.56796,NA,2,1,"LA2","Aggressive_non_Infiltration_WRP0_UBF100"
"2012",160,247,61.0058,68.22959,3,5664.13339431226,4,0.0353343921758189,35,959.8687,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19934.618,6739.9847,16157.56796,NA,NA,NA,"LA2","Aggressive_non_Infiltration_WRP0_UBF100"
